short_title,word1,word2,n
All's Well That Ends Well,le,grand,2
All's Well That Ends Well,lord,is't,2
All's Well That Ends Well,majesty's,command,2
All's Well That Ends Well,past,cure,2
All's Well That Ends Well,physician's,daughter,2
All's Well That Ends Well,poor,physician's,2
All's Well That Ends Well,poor,rogues,2
All's Well That Ends Well,pray,pray,2
All's Well That Ends Well,quart,d'ecu,2
All's Well That Ends Well,royal,fox,2
All's Well That Ends Well,speak,truth,2
All's Well That Ends Well,twenty,times,2
All's Well That Ends Well,unworthy,husband,2
All's Well That Ends Well,wither'd,pear,2
All's Well That Ends Well,write,write,2
Antony and Cleopatra,ah,women,2
Antony and Cleopatra,armour,eros,2
Antony and Cleopatra,bad,news,2
Antony and Cleopatra,brave,emperor,2
Antony and Cleopatra,caesar,antony,2
Antony and Cleopatra,caesar's,sister,2
Antony and Cleopatra,dear,lady,2
Antony and Cleopatra,dear,madam,2
Antony and Cleopatra,draw,lots,2
Antony and Cleopatra,dying,egypt,2
Antony and Cleopatra,egypt,dying,2
Antony and Cleopatra,eros,eros,2
Antony and Cleopatra,eros,ho,2
Antony and Cleopatra,father's,house,2
Antony and Cleopatra,fie,fie,2
Antony and Cleopatra,fulvia's,death,2
Antony and Cleopatra,gentle,madam,2
Antony and Cleopatra,gods,forbid,2
Antony and Cleopatra,gracious,madam,2
Antony and Cleopatra,ho,ho,2
Antony and Cleopatra,loves,caesar,2
Antony and Cleopatra,marcus,crassus,2
Antony and Cleopatra,married,madam,2
Antony and Cleopatra,night,sir,2
Antony and Cleopatra,peace,peace,2
Antony and Cleopatra,pompey,presently,2
Antony and Cleopatra,shrill,tongued,2
Antony and Cleopatra,single,fight,2
Antony and Cleopatra,sir,sir,2
Antony and Cleopatra,sweet,queen,2
Antony and Cleopatra,ten,times,2
Antony and Cleopatra,twenty,times,2
Antony and Cleopatra,wars,gainst,2
Antony and Cleopatra,women,women,2
Antony and Cleopatra,worthy,soldier,2
As You Like It,alas,poor,2
As You Like It,ambles,withal,2
As You Like It,banished,father,2
As You Like It,bloody,napkin,2
As You Like It,coming,forward,2
As You Like It,countercheck,quarrelsome,2
As You Like It,courtier's,hands,2
As You Like It,coz,coz,2
As You Like It,de,boys,2
As You Like It,dear,rosalind,2
As You Like It,ducdame,ducdame,2
As You Like It,duke,frederick,2
As You Like It,duke's,daughter,2
As You Like It,duke's,wrestler,2
As You Like It,elder,brother,2
As You Like It,fair,princess,2
As You Like It,fair,youth,2
As You Like It,faithful,shepherd,2
As You Like It,father,dearly,2
As You Like It,father,loved,2
As You Like It,gentle,master,2
As You Like It,god,ild,2
As You Like It,god,mend,2
As You Like It,green,holly,2
As You Like It,ho,sing,2
As You Like It,ill,favoured,2
As You Like It,ill,favouredly,2
As You Like It,love,rosalind,2
As You Like It,loving,mere,2
As You Like It,makes,honest,2
As You Like It,man's,apparel,2
As You Like It,marry,sir,2
As You Like It,melancholy,jaques,2
As You Like It,mere,folly,2
As You Like It,monsieur,jaques,2
As You Like It,oliver,martext,2
As You Like It,phoebe,phoebe,2
As You Like It,poor,shepherd,2
As You Like It,proceed,proceed,2
As You Like It,pure,love,2
As You Like It,quip,modest,2
As You Like It,reply,churlish,2
As You Like It,reproof,valiant,2
As You Like It,retort,courteous,2
As You Like It,rough,weather,2
As You Like It,rowland,de,2
As You Like It,rowland's,son,2
As You Like It,shepherd's,life,2
As You Like It,sing,heigh,2
As You Like It,thousand,crowns,2
As You Like It,time,ambles,2
As You Like It,trip,audrey,2
As You Like It,true,lover,2
As You Like It,wast,born,2
As You Like It,wonderful,wonderful,2
As You Like It,worthy,fool,2
Comedy of Errors,dinner,time,2
Comedy of Errors,duke,vouchsafe,2
Comedy of Errors,fat,marriage,2
Comedy of Errors,forty,ducats,2
Comedy of Errors,gracious,duke,2
Comedy of Errors,holy,prayers,2
Comedy of Errors,horn,mad,2
Comedy of Errors,hundred,ducats,2
Comedy of Errors,light,wench,2
Comedy of Errors,master,antipholus,2
Comedy of Errors,master,dromio,2
Comedy of Errors,master,home,2
Comedy of Errors,merry,humour,2
Comedy of Errors,mighty,duke,2
Comedy of Errors,mistress,marks,2
Comedy of Errors,poor,souls,2
Comedy of Errors,signior,balthasar,2
Comedy of Errors,son,antipholus,2
Comedy of Errors,stark,mad,2
Comedy of Errors,syracusian,merchant,2
Comedy of Errors,time,sir,2
Coriolanus,amen,amen,2
Coriolanus,ancient,malice,2
Coriolanus,belly's,answer,2
Coriolanus,bloody,brow,2
Coriolanus,brave,fellow,2
Coriolanus,common,people,2
Coriolanus,fellow,tribune,2
Coriolanus,god,save,2
Coriolanus,gods,forbid,2
Coriolanus,gods,preserve,2
Coriolanus,hear,cominius,2
Coriolanus,lay,hands,2
Coriolanus,martius,caius,2
Coriolanus,martius,coming,2
Coriolanus,martius,coriolanus,2
Coriolanus,mother,mother,2
Coriolanus,musty,chaff,2
Coriolanus,noble,consul,2
Coriolanus,noble,fellow,2
Coriolanus,noble,lords,2
Coriolanus,noble,memory,2
Coriolanus,noble,mother,2
Coriolanus,peace,ho,2
Coriolanus,poor,grain,2
Coriolanus,pray,sir,2
Coriolanus,private,friends,2
Coriolanus,renowned,coriolanus,2
Coriolanus,rock,tarpeian,2
Coriolanus,rome,gates,2
Coriolanus,rome,renowned,2
Coriolanus,senators,patricians,2
Coriolanus,sir,heartily,2
Coriolanus,stand,fast,2
Coriolanus,surname,coriolanus,2
Coriolanus,sweet,voices,2
Coriolanus,tarpeian,rock,2
Coriolanus,ten,thousand,2
Coriolanus,thousand,welcomes,2
Coriolanus,weapons,weapons,2
Coriolanus,wine,wine,2
Coriolanus,worthy,martius,2
Coriolanus,worthy,menenius,2
Coriolanus,worthy,tribunes,2
Coriolanus,worthy,voices,2
Cymbeline,augustus,cæsar,2
Cymbeline,belarius,guiderius,2
Cymbeline,damn'd,pisanio,2
Cymbeline,fair,youth,2
Cymbeline,father's,wrath,2
Cymbeline,freshly,grow,2
Cymbeline,hail,heaven,2
Cymbeline,husband,banish'd,2
Cymbeline,julius,cæsar,2
Cymbeline,master's,bidding,2
Cymbeline,mean'st,garment,2
Cymbeline,miseries,britain,2
Cymbeline,mollis,aer,2
Cymbeline,mongst,friends,2
Cymbeline,noble,lord,2
Cymbeline,noble,lucius,2
Cymbeline,past,grace,2
Cymbeline,posthumus,leonatus,2
Cymbeline,pray,draw,2
Cymbeline,prove,false,2
Cymbeline,queen's,son,2
Cymbeline,roman,eagle,2
Cymbeline,royal,sir,2
Cymbeline,sole,son,2
Cymbeline,stately,cedar,2
Cymbeline,step,dame,2
Cymbeline,sweetest,fairest,2
Cymbeline,ten,thousand,2
Cymbeline,throw,stones,2
Cymbeline,wedded,lady,2
Cymbeline,worthy,lord,2
Hamlet,adieu,remember,2
Hamlet,alas,poor,2
Hamlet,barbary,horses,2
Hamlet,brother's,death,2
Hamlet,builds,stronger,2
Hamlet,by'r,lady,2
Hamlet,cock,crew,2
Hamlet,comical,historical,2
Hamlet,dear,brother's,2
Hamlet,dear,father,2
Hamlet,dear,hamlet,2
Hamlet,fair,ophelia,2
Hamlet,father,died,2
Hamlet,father,slain,2
Hamlet,father's,spirit,2
Hamlet,god,bless,2
Hamlet,grave,maker,2
Hamlet,ha,ha,2
Hamlet,hamlet,hamlet,2
Hamlet,historical,pastoral,2
Hamlet,ho,guildenstern,2
Hamlet,ho,ho,2
Hamlet,hobby,horse,2
Hamlet,honour'd,lord,2
Hamlet,is't,laertes,2
Hamlet,king,queen,2
Hamlet,king,rises,2
Hamlet,lie,in't,2
Hamlet,lights,lights,2
Hamlet,marry,is't,2
Hamlet,mind's,eye,2
Hamlet,mother,mother,2
Hamlet,mother's,closet,2
Hamlet,night,sweet,2
Hamlet,noble,mind,2
Hamlet,noble,youth,2
Hamlet,poor,ghost,2
Hamlet,poor,ophelia,2
Hamlet,poor,wretch,2
Hamlet,pray,god,2
Hamlet,rugged,pyrrhus,2
Hamlet,sweet,heavens,2
Hamlet,sweet,queen,2
Hamlet,ten,thousand,2
Hamlet,ten,times,2
Hamlet,true,love,2
Hamlet,true,nature,2
Hamlet,twenty,thousand,2
Hamlet,watch,tonight,2
Hamlet,wholesome,answer,2
Hamlet,wi,ye,2
Hamlet,wisest,friends,2
Hamlet,words,words,2
"Henry IV, Part 1",absent,king,2
"Henry IV, Part 1",bardolph,peto,2
"Henry IV, Part 1",barren,mountains,2
"Henry IV, Part 1",bawdy,house,2
"Henry IV, Part 1",blessed,sun,2
"Henry IV, Part 1",buckram,suits,2
"Henry IV, Part 1",charged,withal,2
"Henry IV, Part 1",cold,heart,2
"Henry IV, Part 1",company,banish,2
"Henry IV, Part 1",dead,bodies,2
"Henry IV, Part 1",dinner,time,2
"Henry IV, Part 1",edmund,mortimer,2
"Henry IV, Part 1",faith,truth,2
"Henry IV, Part 1",fern,seed,2
"Henry IV, Part 1",fiery,shapes,2
"Henry IV, Part 1",fourteen,days,2
"Henry IV, Part 1",gallant,hotspur,2
"Henry IV, Part 1",gentle,kate,2
"Henry IV, Part 1",glorious,deeds,2
"Henry IV, Part 1",god,forbid,2
"Henry IV, Part 1",god,save,2
"Henry IV, Part 1",half,moon,2
"Henry IV, Part 1",hand,quoth,2
"Henry IV, Part 1",harry,monmouth,2
"Henry IV, Part 1",harry's,company,2
"Henry IV, Part 1",hear,hal,2
"Henry IV, Part 1",hundred,marks,2
"Henry IV, Part 1",hundred,thousand,2
"Henry IV, Part 1",lord,douglas,2
"Henry IV, Part 1",lord,harry,2
"Henry IV, Part 1",lord,northumberland,2
"Henry IV, Part 1",lord,sir,2
"Henry IV, Part 1",mad,fellow,2
"Henry IV, Part 1",mad,wag,2
"Henry IV, Part 1",men's,hearts,2
"Henry IV, Part 1",mordake,earl,2
"Henry IV, Part 1",nicholas,gawsey,2
"Henry IV, Part 1",noble,lord,2
"Henry IV, Part 1",noble,mortimer,2
"Henry IV, Part 1",noble,percy,2
"Henry IV, Part 1",noble,scot,2
"Henry IV, Part 1",peace,cousin,2
"Henry IV, Part 1",poins,hal,2
"Henry IV, Part 1",poor,jack,2
"Henry IV, Part 1",prince,henry,2
"Henry IV, Part 1",prithee,lend,2
"Henry IV, Part 1",prithee,sweet,2
"Henry IV, Part 1",ransom,straight,2
"Henry IV, Part 1",revolted,mortimer,2
"Henry IV, Part 1",richard's,time,2
"Henry IV, Part 1",run,mad,2
"Henry IV, Part 1",saint,nicholas,2
"Henry IV, Part 1",say'st,true,2
"Henry IV, Part 1",seal,ring,2
"Henry IV, Part 1",set,forward,2
"Henry IV, Part 1",single,fight,2
"Henry IV, Part 1",sir,nicholas,2
"Henry IV, Part 1",sovereign,liege,2
"Henry IV, Part 1",steal,cream,2
"Henry IV, Part 1",ten,thousand,2
"Henry IV, Part 1",tomorrow,night,2
"Henry IV, Part 1",wild,duck,2
"Henry IV, Part 2",arrant,knave,2
"Henry IV, Part 2",barren,barren,2
"Henry IV, Part 2",base,mind,2
"Henry IV, Part 2",captain,sir,2
"Henry IV, Part 2",clement's,inn,2
"Henry IV, Part 2",cousin,mowbray,2
"Henry IV, Part 2",cousin,shallow,2
"Henry IV, Part 2",cousin,westmoreland,2
"Henry IV, Part 2",didst,swear,2
"Henry IV, Part 2",dozen,captains,2
"Henry IV, Part 2",faith,sir,2
"Henry IV, Part 2",falstaff,knight,2
"Henry IV, Part 2",father,harry,2
"Henry IV, Part 2",fie,fie,2
"Henry IV, Part 2",force,perforce,2
"Henry IV, Part 2",gloucester,clarence,2
"Henry IV, Part 2",god,bless,2
"Henry IV, Part 2",god's,light,2
"Henry IV, Part 2",gracious,lord,2
"Henry IV, Part 2",gravy,gravy,2
"Henry IV, Part 2",happy,news,2
"Henry IV, Part 2",harry,monmouth,2
"Henry IV, Part 2",harry,percy's,2
"Henry IV, Part 2",harry,prince,2
"Henry IV, Part 2",honest,bardolph,2
"Henry IV, Part 2",hot,day,2
"Henry IV, Part 2",ill,angel,2
"Henry IV, Part 2",impudent,sauciness,2
"Henry IV, Part 2",jesu,jesu,2
"Henry IV, Part 2",john,sir,2
"Henry IV, Part 2",justice,shallow,2
"Henry IV, Part 2",king,lack,2
"Henry IV, Part 2",king's,affairs,2
"Henry IV, Part 2",lord,bless,2
"Henry IV, Part 2",lord,marshal,2
"Henry IV, Part 2",lord,sir,2
"Henry IV, Part 2",loud,trumpet,2
"Henry IV, Part 2",man's,tailor,2
"Henry IV, Part 2",master,fang,2
"Henry IV, Part 2",merry,heart,2
"Henry IV, Part 2",mistress,dorothy,2
"Henry IV, Part 2",mistress,quickly,2
"Henry IV, Part 2",morrow,cousin,2
"Henry IV, Part 2",mother's,son,2
"Henry IV, Part 2",naked,weapons,2
"Henry IV, Part 2",neighbour,quickly,2
"Henry IV, Part 2",nut,hook,2
"Henry IV, Part 2",pardon,sir,2
"Henry IV, Part 2",percy's,spur,2
"Henry IV, Part 2",pray,god,2
"Henry IV, Part 2",royal,father,2
"Henry IV, Part 2",sir,sit,2
"Henry IV, Part 2",speak,low,2
"Henry IV, Part 2",spread,davy,2
"Henry IV, Part 2",sweet,knight,2
"Henry IV, Part 2",sweet,sir,2
"Henry IV, Part 2",thas,thas,2
"Henry IV, Part 2",thousand,pound,2
"Henry IV, Part 2",true,subject,2
"Henry IV, Part 2",white,hair,2
"Henry IV, Part 2",william,cook,2
"Henry IV, Part 2",word,rebellion,2
Henry V,ancient,pistol,2
Henry V,arthur's,bosom,2
Henry V,bad,humours,2
Henry V,barons,lords,2
Henry V,base,trojan,2
Henry V,black,prince,2
Henry V,bloody,field,2
Henry V,brother,england,2
Henry V,brother,gloucester,2
Henry V,canst,love,2
Henry V,captain,jamy,2
Henry V,charles,delabreth,2
Henry V,cousin,katharine,2
Henry V,d'elbow,de,2
Henry V,dangerous,treason,2
Henry V,davy's,day,2
Henry V,de,arm,2
Henry V,de,bonne,2
Henry V,de,dieu,2
Henry V,de,ma,2
Henry V,de,moi,2
Henry V,dear,kate,2
Henry V,dites,moi,2
Henry V,english,dead,2
Henry V,est,perdu,2
Henry V,excusez,moi,2
Henry V,fair,french,2
Henry V,fair,terms,2
Henry V,faith,kate,2
Henry V,french,crowns,2
Henry V,gentilhomme,de,2
Henry V,god,almighty,2
Henry V,god,god,2
Henry V,god,pless,2
Henry V,gracious,lord,2
Henry V,gracious,sovereign,2
Henry V,grey,knight,2
Henry V,hard,condition,2
Henry V,harry,england,2
Henry V,henry,lord,2
Henry V,host,pistol,2
Henry V,hundred,twenty,2
Henry V,je,m'en,2
Henry V,je,parle,2
Henry V,je,réciterai,2
Henry V,john,duke,2
Henry V,king,lewis,2
Henry V,king's,company,2
Henry V,le,col,2
Henry V,le,menton,2
Henry V,le,roy,2
Henry V,les,dames,2
Henry V,les,ongles,2
Henry V,lie,dead,2
Henry V,lips,kate,2
Henry V,ma,foi,2
Henry V,master,fer,2
Henry V,means,whereof,2
Henry V,mort,de,2
Henry V,nails,d'arm,2
Henry V,oui,vraiment,2
Henry V,pardonnez,moi,2
Henry V,plain,song,2
Henry V,poor,soldiers,2
Henry V,possession,de,2
Henry V,prating,coxcomb,2
Henry V,princes,barons,2
Henry V,saint,davy's,2
Henry V,saint,denis,2
Henry V,saint,george,2
Henry V,salic,law,2
Henry V,scald,knave,2
Henry V,sole,heir,2
Henry V,speak,lower,2
Henry V,suis,le,2
Henry V,summer's,day,2
Henry V,sworn,brothers,2
Henry V,thomas,erpingham,2
Henry V,thomas,grey,2
Henry V,true,likeness,2
Henry V,trumpets,sound,2
Henry V,très,cher,2
Henry V,universal,world,2
Henry V,vous,supplie,2
Henry V,vous,êtes,2
Henry V,war,advance,2
Henry V,à,vous,2
"Henry VI, Part 1",ah,joan,2
"Henry VI, Part 1",alarum,excursions,2
"Henry VI, Part 1",brave,burgundy,2
"Henry VI, Part 1",brave,talbot,2
"Henry VI, Part 1",cardinal's,hat,2
"Henry VI, Part 1",city,gates,2
"Henry VI, Part 1",crowned,king,2
"Henry VI, Part 1",dauphin's,grace,2
"Henry VI, Part 1",de,la,2
"Henry VI, Part 1",de,luces,2
"Henry VI, Part 1",edward,king,2
"Henry VI, Part 1",england,ne'er,2
"Henry VI, Part 1",england's,coat,2
"Henry VI, Part 1",england's,honour,2
"Henry VI, Part 1",england's,royal,2
"Henry VI, Part 1",english,army,2
"Henry VI, Part 1",fair,margaret,2
"Henry VI, Part 1",farewell,talbot,2
"Henry VI, Part 1",father,earl,2
"Henry VI, Part 1",father's,heart,2
"Henry VI, Part 1",flower,de,2
"Henry VI, Part 1",ha,ha,2
"Henry VI, Part 1",hark,ye,2
"Henry VI, Part 1",henry,born,2
"Henry VI, Part 1",holy,maid,2
"Henry VI, Part 1",la,pole,2
"Henry VI, Part 1",lady,margaret,2
"Henry VI, Part 1",lionel,duke,2
"Henry VI, Part 1",lord,regent,2
"Henry VI, Part 1",maiden,blossom,2
"Henry VI, Part 1",master,vernon,2
"Henry VI, Part 1",noble,birth,2
"Henry VI, Part 1",noble,earl,2
"Henry VI, Part 1",saint,denis,2
"Henry VI, Part 1",sign,whereof,2
"Henry VI, Part 1",sir,thomas,2
"Henry VI, Part 1",stay,stay,2
"Henry VI, Part 1",sweet,madam,2
"Henry VI, Part 1",sweet,prince,2
"Henry VI, Part 1",talbot,burgundy,2
"Henry VI, Part 1",talbot,slain,2
"Henry VI, Part 1",ten,thousand,2
"Henry VI, Part 1",true,plantagenet,2
"Henry VI, Part 1",uncle,gloucester,2
"Henry VI, Part 1",victorious,lord,2
"Henry VI, Part 1",yonder,tower,2
"Henry VI, Part 1",york,set,2
"Henry VI, Part 2",1,murderer,2
"Henry VI, Part 2",1,petitioner,2
"Henry VI, Part 2",ah,gloucester,2
"Henry VI, Part 2",ah,humphrey,2
"Henry VI, Part 2",alas,sir,2
"Henry VI, Part 2",black,prince,2
"Henry VI, Part 2",born,blind,2
"Henry VI, Part 2",castles,mounted,2
"Henry VI, Part 2",city,tours,2
"Henry VI, Part 2",dame,margaret,2
"Henry VI, Part 2",day,appointed,2
"Henry VI, Part 2",edmund,langley,2
"Henry VI, Part 2",eighteen,months,2
"Henry VI, Part 2",england's,king,2
"Henry VI, Part 2",english,crown,2
"Henry VI, Part 2",fair,england's,2
"Henry VI, Part 2",false,suffolk,2
"Henry VI, Part 2",fly,fly,2
"Henry VI, Part 2",french,king,2
"Henry VI, Part 2",gentle,nell,2
"Henry VI, Part 2",gentle,suffolk,2
"Henry VI, Part 2",gracious,sovereign,2
"Henry VI, Part 2",haughty,cardinal,2
"Henry VI, Part 2",henry,king,2
"Henry VI, Part 2",highness,pleasure,2
"Henry VI, Part 2",humphrey,stafford,2
"Henry VI, Part 2",humphrey's,death,2
"Henry VI, Part 2",humphrey's,ghost,2
"Henry VI, Part 2",humphrey's,wife,2
"Henry VI, Part 2",hundred,times,2
"Henry VI, Part 2",jack,cade,2
"Henry VI, Part 2",john,cade,2
"Henry VI, Part 2",king,charles,2
"Henry VI, Part 2",lionel,duke,2
"Henry VI, Part 2",lord,protector's,2
"Henry VI, Part 2",lord,somerset,2
"Henry VI, Part 2",lord,suffolk,2
"Henry VI, Part 2",master,hume,2
"Henry VI, Part 2",means,whereof,2
"Henry VI, Part 2",mighty,sovereign,2
"Henry VI, Part 2",mortimer,earl,2
"Henry VI, Part 2",mounted,stand,2
"Henry VI, Part 2",roger,earl,2
"Henry VI, Part 2",sandy,plains,2
"Henry VI, Part 2",screech,owls,2
"Henry VI, Part 2",shun,castles,2
"Henry VI, Part 2",silent,secrecy,2
"Henry VI, Part 2",sir,humphrey,2
"Henry VI, Part 2",soldiers,pay,2
"Henry VI, Part 2",sound,trumpets,2
"Henry VI, Part 2",sovereign,lady,2
"Henry VI, Part 2",suffolk,dare,2
"Henry VI, Part 2",sweet,nell,2
"Henry VI, Part 2",sweet,suffolk,2
"Henry VI, Part 2",thousand,crowns,2
"Henry VI, Part 2",twenty,thousand,2
"Henry VI, Part 2",uncle,gloucester,2
"Henry VI, Part 2",violent,death,2
"Henry VI, Part 2",violent,hands,2
"Henry VI, Part 2",walter,whitmore,2
"Henry VI, Part 3",adopted,heir,2
"Henry VI, Part 3",alas,poor,2
"Henry VI, Part 3",ambitious,york,2
"Henry VI, Part 3",battles,joined,2
"Henry VI, Part 3",bloody,clifford,2
"Henry VI, Part 3",brother,rutland,2
"Henry VI, Part 3",call,edward,2
"Henry VI, Part 3",civil,war,2
"Henry VI, Part 3",common,people,2
"Henry VI, Part 3",dreadful,war,2
"Henry VI, Part 3",edward,fall,2
"Henry VI, Part 3",edward,george,2
"Henry VI, Part 3",edward,richard,2
"Henry VI, Part 3",english,king,2
"Henry VI, Part 3",fair,lords,2
"Henry VI, Part 3",father,bears,2
"Henry VI, Part 3",father,duke,2
"Henry VI, Part 3",father,slew,2
"Henry VI, Part 3",father's,blood,2
"Henry VI, Part 3",fortune's,malice,2
"Henry VI, Part 3",gentle,heaven,2
"Henry VI, Part 3",gentle,king,2
"Henry VI, Part 3",gentle,queen,2
"Henry VI, Part 3",gentle,warwick,2
"Henry VI, Part 3",george,richard,2
"Henry VI, Part 3",glorious,sun,2
"Henry VI, Part 3",god's,sake,2
"Henry VI, Part 3",gracious,madam,2
"Henry VI, Part 3",henry's,friend,2
"Henry VI, Part 3",henry's,heart,2
"Henry VI, Part 3",holy,oath,2
"Henry VI, Part 3",king,king,2
"Henry VI, Part 3",kings,command,2
"Henry VI, Part 3",margaret,prince,2
"Henry VI, Part 3",marquess,montague,2
"Henry VI, Part 3",mortal,foe,2
"Henry VI, Part 3",mourning,weeds,2
"Henry VI, Part 3",narrow,seas,2
"Henry VI, Part 3",noble,queen,2
"Henry VI, Part 3",patient,gentle,2
"Henry VI, Part 3",poor,boy,2
"Henry VI, Part 3",poor,henry,2
"Henry VI, Part 3",poor,queen,2
"Henry VI, Part 3",proud,ambitious,2
"Henry VI, Part 3",proud,insulting,2
"Henry VI, Part 3",proud,queen,2
"Henry VI, Part 3",red,rose,2
"Henry VI, Part 3",regal,crown,2
"Henry VI, Part 3",regal,seat,2
"Henry VI, Part 3",regal,throne,2
"Henry VI, Part 3",richard,montague,2
"Henry VI, Part 3",richard,warwick,2
"Henry VI, Part 3",royal,person,2
"Henry VI, Part 3",royal,throne,2
"Henry VI, Part 3",ruthless,queen,2
"Henry VI, Part 3",seek,revenge,2
"Henry VI, Part 3",sound,drums,2
"Henry VI, Part 3",stamp,rave,2
"Henry VI, Part 3",summer,flies,2
"Henry VI, Part 3",supposed,king,2
"Henry VI, Part 3",sweet,clarence,2
"Henry VI, Part 3",sweet,clifford,2
"Henry VI, Part 3",sweet,lords,2
"Henry VI, Part 3",sweet,oxford,2
"Henry VI, Part 3",sweet,warwick,2
"Henry VI, Part 3",ten,days,2
"Henry VI, Part 3",ten,thousand,2
"Henry VI, Part 3",thereof,makes,2
"Henry VI, Part 3",thorny,wood,2
"Henry VI, Part 3",thousand,fold,2
"Henry VI, Part 3",thousand,lives,2
"Henry VI, Part 3",thousand,strong,2
"Henry VI, Part 3",true,king,2
"Henry VI, Part 3",true,subjects,2
"Henry VI, Part 3",twenty,thousand,2
"Henry VI, Part 3",twere,pity,2
"Henry VI, Part 3",valiant,clifford,2
"Henry VI, Part 3",warwick,warwick,2
"Henry VI, Part 3",warwick's,daughter,2
"Henry VI, Part 3",widow,likes,2
"Henry VI, Part 3",widower,shortly,2
"Henry VI, Part 3",willow,garland,2
